Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
,Female,SBD,Wraps,22.0,20-23,F-OR,59.8,60,105.0,115.0,0.0,,115.0,60.0,0.0,0.0,,60.0,125.0,0.0,130.0,,130.0,305.0,6,340.92,344.33,301.24,538.72,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,41.0,40-44,F-OR,73.3,75,95.0,105.0,111.0,,111.0,0.0,0.0,55.0,,55.0,120.0,130.0,137.5,,137.5,303.5,7,292.77,295.69,257.74,490.39,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,35.0,35-39,F-OR,87.5,90,140.0,155.0,170.0,,170.0,65.0,72.5,0.0,,72.5,150.0,0.0,0.0,,150.0,392.5,2,343.3,343.3,299.16,590.2,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,43.0,40-44,F-OR,50.6,52,77.5,85.0,90.5,,90.5,47.5,0.0,52.5,,52.5,110.0,120.0,127.5,,127.5,270.5,6,344.36,355.03,305.59,515.36,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,33.0,24-34,F-OR,68.1,75,125.0,130.0,0.0,,130.0,65.0,0.0,0.0,,65.0,135.0,145.0,155.0,,155.0,350.0,4,354.97,354.97,313.08,584.56,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,36.0,35-39,F-OR,111.3,90+,140.0,150.0,0.0,,150.0,52.5,0.0,0.0,,52.5,142.5,152.5,0.0,,152.5,355.0,6,287.94,287.94,244.97,491.2,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,18.0,18-19,F-OR,55.1,56,95.0,110.0,117.5,,117.5,50.0,57.5,60.0,,60.0,85.0,95.0,100.0,0.0,100.0,277.5,5,330.68,350.52,292.61,507.39,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,21.0,20-23,F-OR,65.7,67.5,82.5,0.0,0.0,,82.5,45.0,0.0,0.0,,45.0,105.0,115.0,120.0,,120.0,247.5,9,257.61,262.76,227.35,416.39,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,36.0,35-39,F-OR,59.0,60,130.0,142.5,0.0,,142.5,72.5,0.0,80.0,,80.0,140.0,150.0,155.0,,155.0,377.5,2,426.4,426.4,376.83,676.57,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,34.0,24-34,F-OR,144.1,90+,0.0,135.0,0.0,,135.0,0.0,65.0,0.0,,65.0,145.0,152.5,0.0,,152.5,352.5,7,272.74,272.74,229.45,451.05,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,27.0,24-34,F-OR,59.5,60,100.0,107.5,112.5,,112.5,75.0,80.0,82.5,,82.5,120.0,0.0,0.0,,120.0,315.0,4,353.48,353.48,312.35,558.44,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,54.0,50-54,F-OR,107.5,90+,145.0,0.0,0.0,,145.0,75.0,0.0,0.0,,75.0,155.0,170.0,172.5,,172.5,392.5,2,320.74,386.17,273.24,547.11,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,52.0,50-54,F-OR,51.5,52,125.0,135.0,0.0,,135.0,80.0,85.0,87.5,,87.5,150.0,0.0,0.0,,150.0,372.5,2,467.84,545.04,414.86,717.79,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,28.0,24-34,F-OR,50.9,52,85.0,92.5,97.5,,97.5,37.5,42.5,0.0,,42.5,100.0,112.5,120.0,,120.0,260.0,7,329.5,329.5,292.33,492.29,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,44.0,40-44,F-OR,52.6,56,95.0,0.0,0.0,,95.0,57.5,62.5,67.5,,67.5,105.0,112.5,0.0,,112.5,275.0,6,339.79,354.4,301.07,514.25,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,27.0,24-34,F-OR,51.6,52,115.0,0.0,0.0,,115.0,45.0,0.0,0.0,,45.0,115.0,122.5,127.5,,127.5,287.5,5,360.55,360.55,319.69,544.66,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,18.0,18-19,F-OR,65.4,67.5,112.5,0.0,0.0,,112.5,60.0,0.0,0.0,,60.0,112.5,0.0,120.0,,120.0,292.5,7,305.47,323.8,269.61,495.42,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,16.0,16-17,F-OR,65.9,67.5,80.0,85.0,0.0,,85.0,45.0,47.5,0.0,,47.5,100.0,110.0,115.0,,115.0,247.5,10,257.04,290.45,226.83,415.88,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,90.0,90,160.0,172.0,,,172.0,80.0,0.0,,,80.0,0.0,190.0,0.0,,190.0,442.0,1,381.92,381.92,331.97,656.02,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,27.0,24-34,F-OR,71.8,75,80.0,92.5,100.0,,100.0,50.0,57.5,62.5,,62.5,0.0,120.0,132.5,,132.5,295.0,8,288.47,288.47,254.11,480.54,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,27.0,24-34,F-OR,86.7,90,100.0,0.0,0.0,,100.0,60.0,65.0,67.5,,67.5,122.5,132.5,0.0,,132.5,300.0,8,263.49,263.49,229.79,454.76,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,21.0,20-23,F-OR,74.9,75,90.0,100.0,107.5,,107.5,40.0,47.5,0.0,,47.5,85.0,100.0,0.0,,100.0,255.0,9,242.62,247.47,213.43,408.16,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,31.0,24-34,F-OR,76.1,82.5,140.0,147.5,0.0,,147.5,65.0,67.5,0.0,,67.5,185.0,0.0,0.0,,185.0,400.0,2,376.85,376.85,331.3,636.94,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,26.0,24-34,F-OR,90.0,90,110.0,117.5,125.0,,125.0,52.5,0.0,0.0,,52.5,120.0,127.5,0.0,,127.5,305.0,6,263.54,263.54,229.07,456.09,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,32.0,24-34,F-OR,63.8,67.5,135.0,142.5,147.5,,147.5,77.5,82.5,0.0,,82.5,150.0,157.5,0.0,,157.5,387.5,1,412.22,412.22,363.94,668.53,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,31.0,24-34,F-OR,68.4,75,85.0,95.0,0.0,,95.0,47.5,50.0,0.0,,50.0,95.0,100.0,107.5,,107.5,252.5,10,255.29,255.29,225.14,418.29,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,20.0,20-23,F-OR,56.0,56,90.0,0.0,102.5,,102.5,45.0,50.0,0.0,,50.0,100.0,112.5,117.5,,117.5,270.0,7,317.68,327.21,281.0,489.04,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,86.0,90,0.0,120.0,0.0,,120.0,60.0,65.0,0.0,,65.0,120.0,130.0,0.0,,130.0,315.0,5,277.71,277.71,242.35,478.49,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,32.0,24-34,F-OR,59.6,60,87.5,95.0,100.0,,100.0,0.0,55.0,0.0,,55.0,110.0,122.5,0.0,,122.5,277.5,9,310.99,310.99,274.8,488.92,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,33.0,24-34,F-OR,124.8,90+,125.0,135.0,145.0,,145.0,55.0,0.0,0.0,,55.0,125.0,137.5,147.5,,147.5,347.5,8,275.96,275.96,233.33,464.29,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,32.0,24-34,F-OR,78.8,82.5,145.0,155.0,162.5,,162.5,77.5,83.0,0.0,,83.0,170.0,0.0,0.0,,170.0,415.5,1,383.45,383.45,336.55,651.78,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,23.0,20-23,F-OR,59.9,60,65.0,75.0,0.0,,75.0,32.5,37.5,0.0,,37.5,85.0,95.0,102.5,,102.5,215.0,14,240.01,240.01,212.07,373.06,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,48.0,45-49,F-OR,105.9,90+,100.0,117.5,135.0,,135.0,62.5,70.0,0.0,,70.0,100.0,115.0,0.0,,115.0,320.0,11,262.41,287.86,223.73,452.18,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,28.0,24-34,F-OR,72.3,75,120.0,0.0,140.0,,140.0,60.0,65.0,0.0,,65.0,135.0,145.0,155.0,,155.0,360.0,3,350.41,350.41,308.62,585.81,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,59.3,60,95.0,102.5,110.0,,110.0,47.5,50.0,52.5,,52.5,120.0,130.0,137.5,,137.5,300.0,7,337.53,337.53,298.27,531.63,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,27.0,24-34,F-OR,59.5,60,80.0,87.5,95.0,,95.0,0.0,50.0,0.0,,50.0,110.0,120.0,127.5,,127.5,272.5,11,305.79,305.79,270.21,480.08,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,39.0,35-39,F-OR,111.3,90+,90.0,97.5,105.0,,105.0,47.5,0.0,0.0,,47.5,0.0,135.0,0.0,,135.0,287.5,12,233.19,233.19,198.39,402.22,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,51.0,50-54,F-OR,55.6,56,70.0,80.0,0.0,,80.0,50.0,52.5,0.0,,52.5,110.0,120.0,0.0,,120.0,252.5,9,298.77,342.69,264.31,456.99,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,26.0,24-34,F-OR,73.2,75,140.0,147.5,155.0,,155.0,62.5,67.5,70.0,,70.0,0.0,170.0,0.0,,170.0,395.0,2,381.37,381.37,335.76,639.7,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,36.0,35-39,F-OR,125.2,90+,150.0,165.0,180.0,,180.0,75.0,0.0,0.0,,75.0,170.0,185.5,195.0,200.0,195.0,450.0,1,357.15,357.15,301.94,592.09,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,46.0,45-49,F-OR,54.9,56,80.0,0.0,91.0,95.0,91.0,35.0,40.0,0.0,,40.0,115.0,125.0,133.0,135.0,133.0,264.0,8,315.49,336.94,279.19,482.06,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,25.0,24-34,F-OR,51.0,52,105.0,115.0,0.0,,115.0,60.0,65.0,0.0,,65.0,130.0,140.0,145.0,,145.0,325.0,3,411.26,411.26,364.83,624.68,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,30.0,24-34,F-OR,95.0,90+,130.0,140.0,147.5,,147.5,87.5,92.5,0.0,,92.5,130.0,140.0,150.0,,150.0,390.0,3,330.1,330.1,285.32,568.39,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,47.0,45-49,F-OR,79.0,82.5,87.5,95.0,100.0,,100.0,50.0,0.0,0.0,,50.0,135.0,142.5,0.0,,142.5,292.5,4,269.54,291.65,236.55,458.96,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,53.0,50-54,F-OR,58.9,60,117.5,125.0,0.0,,125.0,55.0,60.0,0.0,,60.0,0.0,0.0,,,,,DQ,,,,,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,21.0,20-23,F-OR,87.3,90,117.5,127.5,135.0,,135.0,55.0,60.0,65.0,,65.0,135.0,147.5,152.5,0.0,152.5,352.5,4,308.63,314.8,269.0,531.45,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,16.0,16-17,F-OR,54.7,56,55.0,0.0,60.0,,60.0,25.0,27.5,0.0,,27.5,65.0,70.0,75.0,,75.0,162.5,10,194.75,220.07,172.36,285.17,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,33.0,24-34,F-OR,90.0,90,115.0,0.0,0.0,,115.0,62.5,0.0,0.0,,62.5,120.0,127.5,0.0,,127.5,305.0,7,263.54,263.54,229.07,456.09,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,49.0,45-49,F-OR,63.1,67.5,130.0,140.0,145.0,,145.0,75.0,80.0,0.0,,80.0,140.0,150.0,155.0,160.0,155.0,380.0,2,407.61,453.67,359.92,658.79,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,47.1,48,100.0,105.0,110.0,,110.0,45.0,0.0,0.0,,45.0,127.5,0.0,0.0,,127.5,282.5,2,379.35,379.35,338.11,561.61,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,35.0,35-39,F-OR,64.6,67.5,120.0,130.0,135.0,,135.0,65.0,70.0,0.0,,70.0,155.0,165.0,0.0,,165.0,370.0,3,389.95,389.95,344.22,633.87,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,37.0,35-39,F-OR,98.3,90+,105.0,115.0,125.0,,125.0,65.0,70.0,0.0,,70.0,105.0,120.0,135.0,,135.0,330.0,10,276.18,276.18,237.76,477.46,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,23.0,20-23,F-OR,59.9,60,150.0,165.0,0.0,,165.0,0.0,75.0,0.0,,75.0,155.0,162.5,,,162.5,402.5,1,449.32,449.32,397.01,717.3,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,59.8,60,85.0,0.0,0.0,,85.0,52.5,57.5,60.0,,60.0,115.0,125.0,0.0,,125.0,270.0,12,301.8,301.8,266.67,474.39,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,42.0,40-44,F-OR,110.2,90+,145.0,0.0,0.0,,145.0,60.0,0.0,0.0,,60.0,140.0,150.0,0.0,,150.0,355.0,5,288.53,294.3,245.58,492.81,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,66.0,65-69,F-OR,61.9,67.5,65.0,70.0,75.0,0.0,75.0,25.0,27.5,30.0,,30.0,0.0,90.0,95.0,100.0,95.0,200.0,11,217.69,328.93,192.26,341.28,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,45.0,45-49,F-OR,88.2,90,115.0,135.0,145.0,,145.0,80.0,0.0,90.0,,90.0,130.0,142.5,150.0,,150.0,385.0,3,335.55,354.0,292.2,577.31,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,41.0,40-44,F-OR,72.9,75,97.5,107.5,115.0,117.5,115.0,62.5,70.0,0.0,,70.0,135.0,142.5,145.0,,145.0,330.0,5,319.47,322.66,281.3,534.74,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,38.0,35-39,F-OR,55.1,56,97.5,107.5,117.5,,117.5,60.0,67.5,0.0,,67.5,142.5,150.0,157.5,160.0,157.5,342.5,2,408.14,408.14,361.14,633.4,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,41.0,40-44,F-OR,66.9,67.5,65.0,80.0,,,80.0,47.5,55.0,0.0,,55.0,130.0,143.0,145.0,0.0,145.0,280.0,8,287.62,290.49,253.76,469.16,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,48.0,45-49,F-OR,59.4,60,80.0,90.0,0.0,,90.0,57.5,0.0,0.0,,57.5,110.0,120.0,125.0,,125.0,272.5,10,306.19,335.89,270.57,480.45,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,25.0,24-34,F-OR,78.0,82.5,115.0,125.0,135.0,,135.0,60.0,0.0,0.0,,60.0,160.0,0.0,,,160.0,355.0,3,329.56,329.56,289.4,559.47,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,23.0,20-23,F-OR,56.0,56,115.0,125.0,130.0,,130.0,55.0,0.0,0.0,,55.0,135.0,145.0,152.5,,152.5,337.5,3,397.1,397.1,351.25,618.49,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,18.0,18-19,F-OR,59.9,60,97.5,107.5,112.5,,112.5,45.0,0.0,0.0,,45.0,97.5,0.0,0.0,,97.5,255.0,13,284.66,301.74,251.52,446.5,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,47.0,45-49,F-OR,101.6,90+,0.0,110.0,125.0,135.5,125.0,65.0,70.0,0.0,,70.0,125.0,132.5,140.0,,140.0,335.0,9,277.66,300.43,238.04,479.01,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,43.0,40-44,F-OR,55.6,56,135.0,0.0,145.0,,145.0,70.0,0.0,0.0,,70.0,115.0,125.0,135.0,,135.0,350.0,1,414.13,426.97,366.37,644.87,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,23.0,20-23,F-OR,53.4,56,90.0,105.0,115.0,,115.0,60.0,67.5,0.0,,67.5,115.0,125.0,132.5,,132.5,315.0,4,384.68,384.68,340.67,589.57,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,22.0,20-23,F-OR,65.1,67.5,120.0,0.0,127.5,,127.5,70.0,0.0,0.0,,70.0,135.0,142.5,0.0,,142.5,340.0,5,356.29,359.85,314.48,579.24,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,24.0,24-34,F-OR,63.8,67.5,90.0,100.0,105.0,,105.0,55.0,60.0,62.5,,62.5,117.5,125.0,0.0,,125.0,292.5,6,311.16,311.16,274.71,500.82,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,37.0,35-39,F-OR,66.1,67.5,120.0,132.5,140.0,,140.0,60.0,65.0,0.0,,65.0,135.0,145.0,147.5,,147.5,352.5,4,365.27,365.27,322.33,596.83,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,28.0,24-34,F-OR,59.4,60,107.5,115.0,120.0,,120.0,50.0,52.5,55.0,,55.0,125.0,132.5,0.0,,132.5,307.5,5,345.51,345.51,305.32,545.05,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,19.0,18-19,F-OR,71.2,75,120.0,130.0,0.0,,130.0,47.5,52.5,55.0,0.0,55.0,120.0,130.0,137.5,0.0,137.5,322.5,6,317.14,329.82,279.44,527.69,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,42.0,40-44,F-OR,60.0,60,115.0,125.5,0.0,,125.5,65.0,0.0,0.0,,65.0,145.0,155.0,160.5,163.0,160.5,351.0,3,391.33,399.15,345.76,622.24,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,28.0,24-34,F-OR,50.6,52,125.0,132.5,0.0,,132.5,85.0,0.0,0.0,,85.0,152.5,160.0,0.0,,160.0,377.5,1,480.57,480.57,426.48,735.33,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Female,SBD,Wraps,47.0,45-49,F-OR,51.9,52,77.5,87.5,90.0,,90.0,45.0,0.0,0.0,,45.0,115.0,120.0,122.5,,122.5,257.5,8,321.49,347.85,284.99,482.43,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,28.0,24-34,M-OR,81.9,82.5,220.0,230.0,235.0,,235.0,150.0,157.5,160.0,,160.0,240.0,257.5,0.0,,257.5,652.5,2,439.04,439.04,423.91,662.12,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,21.0,20-23,M-OR,65.6,67.5,195.0,205.0,0.0,,205.0,115.0,0.0,0.0,,115.0,210.0,222.5,0.0,,222.5,542.5,2,428.11,436.67,415.65,633.12,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,46.0,45-49,M-OR,89.1,90,205.0,220.0,0.0,,220.0,100.0,110.0,115.0,,115.0,210.0,225.0,235.0,,235.0,570.0,16,365.77,390.64,352.56,535.88,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,20.0,20-23,M-OR,88.9,90,190.0,200.0,210.0,,210.0,140.0,0.0,0.0,,140.0,260.0,275.0,0.0,,275.0,625.0,9,401.53,413.58,387.05,596.65,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,28.0,24-34,M-OR,88.3,90,230.0,250.0,0.0,,250.0,172.5,190.0,200.0,,200.0,252.5,275.0,0.0,,275.0,725.0,2,467.43,467.43,450.64,708.79,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,44.0,40-44,M-OR,89.1,90,215.0,227.5,0.0,,227.5,155.0,160.0,0.0,,160.0,220.0,225.0,230.0,,230.0,617.5,11,396.25,413.29,381.94,587.6,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,25.0,24-34,M-OR,73.1,75,200.0,212.5,225.0,,225.0,142.5,0.0,155.0,,155.0,205.0,215.0,225.0,,225.0,605.0,3,439.01,439.01,424.91,659.2,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,19.0,18-19,M-OR,79.1,82.5,162.5,175.0,182.5,,182.5,90.0,105.0,110.0,,110.0,165.0,180.0,190.0,,190.0,482.5,14,331.78,345.05,320.57,479.46,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,22.0,20-23,M-OR,80.7,82.5,195.0,210.0,212.5,,212.5,120.0,130.0,132.5,,132.5,200.0,220.0,225.0,,225.0,570.0,6,387.02,390.89,373.8,573.6,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,24.0,24-34,M-OR,66.7,67.5,225.0,247.5,257.5,,257.5,145.0,0.0,,,145.0,75.0,232.5,266.0,,266.0,668.5,1,520.4,520.4,504.97,789.67,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,39.0,35-39,M-OR,81.2,82.5,215.0,225.0,0.0,,225.0,140.0,150.0,0.0,,150.0,212.5,0.0,0.0,,212.5,587.5,5,397.38,397.38,383.76,591.25,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,35.0,35-39,M-OR,88.2,90,225.0,240.0,0.0,,240.0,130.0,140.0,0.0,,140.0,225.0,240.0,242.5,,242.5,622.5,10,401.59,401.59,387.17,597.05,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,27.0,24-34,M-OR,80.9,82.5,80.0,,,,80.0,112.5,117.5,0.0,,117.5,0.0,0.0,0.0,,,,DQ,,,,,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,53.0,50-54,M-OR,88.8,90,150.0,0.0,172.5,,172.5,105.0,117.5,0.0,,117.5,100.0,,,,100.0,390.0,20,250.7,296.83,241.67,340.72,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,20.0,20-23,M-OR,80.2,82.5,155.0,162.5,170.0,,170.0,92.5,97.5,100.0,,100.0,205.0,215.0,222.5,,222.5,492.5,13,335.7,345.77,324.27,486.25,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,24.0,24-34,M-OR,89.7,90,230.0,245.0,252.5,,252.5,145.0,0.0,0.0,,145.0,270.0,0.0,0.0,,270.0,667.5,6,426.85,426.85,411.38,639.23,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,28.0,24-34,M-OR,82.5,82.5,240.0,255.0,0.0,,255.0,155.0,165.0,0.0,,165.0,270.0,285.0,291.0,,291.0,711.0,1,476.3,476.3,459.83,725.49,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,24.0,24-34,M-OR,89.9,90,215.0,232.5,240.0,,240.0,165.0,0.0,177.5,,177.5,0.0,232.5,0.0,,232.5,650.0,8,415.19,415.19,400.12,619.34,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,22.0,20-23,M-OR,79.5,82.5,0.0,120.0,125.0,,125.0,70.0,80.0,0.0,,80.0,160.0,170.0,180.0,,180.0,385.0,18,263.89,266.52,254.95,364.03,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,17.0,16-17,M-OR,59.2,60,112.5,125.0,0.0,,125.0,60.0,0.0,67.5,,67.5,150.0,162.5,171.0,,171.0,363.5,3,313.87,338.98,306.02,433.6,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,20.0,20-23,M-OR,67.4,67.5,170.0,180.0,0.0,,180.0,115.0,,,,115.0,75.0,,,,75.0,370.0,4,285.61,294.18,277.05,395.65,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,29.0,24-34,M-OR,89.7,90,240.0,250.0,260.0,,260.0,150.0,160.0,0.0,,160.0,260.0,285.0,0.0,,285.0,705.0,3,450.84,450.84,434.49,679.9,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,27.0,24-34,M-OR,88.8,90,235.0,247.5,0.0,,247.5,0.0,145.0,152.5,,152.5,245.0,260.0,270.0,,270.0,670.0,5,430.69,430.69,415.17,646.19,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,26.0,24-34,M-OR,82.3,82.5,200.0,0.0,0.0,,200.0,102.5,112.5,0.0,,112.5,220.0,240.0,247.5,,247.5,560.0,7,375.69,375.69,362.72,554.34,,,GPC-AUS,6/5/2014,Australia,QLD,Nationals
,Male,SBD,Wraps,19.0,18-19,M-OR,88.4,90,240.0,0.0,252.5,,252.5,170.0,180.0,0.0,,180.0,250.0,0.0,260.0,272.5,260.0,692.5,4,446.21,464.06,430.17,672.71,,Australia,GPC-AUS,6/5/2014,Australia,QLD,Nationals
